TotalRevenue,AvgRevenuePerClaim,RevenueStd,RevenuePerBeneficiary,DeductibleRatio,TotalClaims,UniquePatients,ClaimsPerPatient,InpatientRatio,HighCostRatio,AvgDiagnosisCount,AvgProcedureCount,AvgLengthOfStay,AvgChronicBurden,ShortNoteRatio,HighCostShortNoteRatio,AvgWordCount,MedicalTermDensity,ClaimAfterDeathCount,AgeStd,RevenueMedianGap,PotentialFraud
74880,269.3525179856115,579.1512632739048,567.2727272727273,0.018829876737757243,278,131,2.106060606060606,0.0,0.0251798561151079,2.615107913669065,0.0,1.0503597122302155,1.571223021582734,0.014388489208633,0.0,473.3561151079137,2.575539568345324,0,12.136186780950204,199.35251798561148,0
342230,753.8105726872246,2427.046146481494,1653.2850241545893,0.0745812039236656,454,206,2.1932367149758454,0.0506607929515418,0.079295154185022,2.986784140969163,0.0286343612334801,1.5330396475770924,1.5572687224669601,0.013215859030837,0.0,538.7731277533039,2.8722466960352424,0,14.44503202218828,663.8105726872246,1
265490,1882.90780141844,3612.4397254501177,2458.240740740741,0.11748797511026739,141,107,1.3055555555555556,0.2127659574468085,0.2198581560283688,3.3191489361702127,0.1063829787234042,1.7801418439716312,1.5347517730496452,0.0141843971631205,0.0141843971631205,512.5602836879433,2.5602836879432624,0,13.264704329625328,1782.90780141844,0
74470,865.9302325581396,3171.5249172846784,1063.857142857143,0.11795195445206859,86,69,1.2285714285714286,0.1046511627906976,0.0813953488372093,3.453488372093023,0.0813953488372093,1.662790697674419,1.5709302325581398,0.0348837209302325,0.0,469.8837209302326,2.6627906976744184,0,13.80571165925917,795.9302325581396,0
7410,217.94117647058823,562.4232171797465,231.5625,0.0364323303197949,34,31,1.0625,0.0,0.0294117647058823,2.5294117647058822,0.0,2.3529411764705883,1.6205882352941177,0.0,0.0,487.7352941176471,2.764705882352941,0,12.37792440103422,157.94117647058823,0
48050,338.38028169014086,625.7915694564421,372.48062015503876,0.006451478637281222,142,128,1.1007751937984496,0.0,0.0422535211267605,2.4859154929577465,0.0,1.232394366197183,1.6070422535211268,0.0070422535211267,0.0,462.4225352112676,2.5,0,12.823054480161066,248.38028169014086,0
4480,194.7826086956522,297.6402582315741,213.33333333333334,0.0,23,20,1.0952380952380953,0.0,0.0,1.9130434782608696,0.0,0.0,1.5869565217391304,0.0434782608695652,0.0,441.69565217391306,3.0869565217391304,0,14.091597586137784,134.7826086956522,0
21330,361.5254237288136,633.149798583193,533.25,0.006094416576813089,59,39,1.475,0.0,0.0508474576271186,2.389830508474576,0.0,2.152542372881356,1.5610169491525423,0.0508474576271186,0.0,502.7118644067797,2.406779661016949,0,11.784347065856318,261.5254237288136,0
8390,270.64516129032256,602.7212483609703,279.6666666666667,0.004767012275056608,31,29,1.0333333333333334,0.0,0.032258064516129,2.6451612903225805,0.0,2.2580645161290325,1.5612903225806447,0.032258064516129,0.0,454.4193548387097,2.870967741935484,0,9.587738585443164,190.64516129032256,0
109370,2878.157894736842,7053.672555125875,4050.740740740741,0.0790337475199093,38,26,1.4074074074074074,0.2105263157894736,0.1842105263157894,3.473684210526316,0.131578947368421,1.631578947368421,1.523684210526316,0.0263157894736842,0.0,554.1578947368421,2.736842105263158,0,15.805449480667024,2678.157894736842,0
2530,230.0,371.80640123591206,210.83333333333334,0.0,11,11,0.9166666666666666,0.0,0.0,2.0,0.0,3.090909090909091,1.609090909090909,0.0,0.0,321.54545454545456,1.6363636363636365,0,12.452090003471122,130.0,0
27700,728.9473684210526,1574.7102512949575,814.7058823529412,0.1571062416519259,38,33,1.1176470588235294,0.1052631578947368,0.131578947368421,2.9473684210526314,0.0789473684210526,0.6052631578947368,1.5210526315789472,0.0,0.0,527.5263157894736,2.736842105263158,0,14.40463810243145,628.9473684210526,0
21720,305.9154929577465,644.0465321804644,329.09090909090907,0.008747295244233691,71,65,1.0757575757575757,0.0,0.0422535211267605,2.5774647887323945,0.0,1.7887323943661972,1.552112676056338,0.0,0.0,549.3521126760563,2.76056338028169,0,11.277619795395522,235.9154929577465,0
30800,669.5652173913044,1588.238656180332,810.5263157894736,0.07616635823512223,46,37,1.2105263157894737,0.0434782608695652,0.108695652173913,3.282608695652174,0.0217391304347826,2.282608695652174,1.597826086956522,0.0,0.0,485.32608695652175,3.1739130434782608,0,13.408718052325632,599.5652173913044,1
8000,8000.0,,4000.0,0.13348331458567678,1,1,0.5,1.0,1.0,9.0,1.0,5.0,1.6,0.0,0.0,1668.0,5.0,0,,0.0,0
15130,265.43859649122805,417.09056131834507,369.0243902439024,0.009252527922807481,57,40,1.3902439024390243,0.0,0.0,2.491228070175439,0.0,2.3508771929824563,1.6578947368421055,0.0175438596491228,0.0,459.280701754386,2.807017543859649,0,10.821721171921174,175.43859649122805,0
21640,983.6363636363636,3395.7838641391845,940.8695652173913,0.10193613973476272,22,22,0.9565217391304348,0.0909090909090909,0.0909090909090909,3.636363636363636,0.0909090909090909,0.5909090909090909,1.55,0.0,0.0,408.0,2.5454545454545454,0,17.709781580707418,908.6363636363636,0
14700,668.1818181818181,1288.2385033674632,668.1818181818181,0.1459764641861098,22,21,1.0,0.0909090909090909,0.1363636363636363,2.8181818181818183,0.0909090909090909,0.7272727272727273,1.4681818181818183,0.0,0.0,509.8636363636364,2.3181818181818183,0,12.367041802457162,573.1818181818181,0
6830,1366.0,1273.883825158323,1366.0,0.0,5,4,1.0,0.0,0.2,4.0,0.0,0.0,1.72,0.0,0.0,614.8,3.4,0,6.457553716385176,166.0,0
107030,1289.5180722891566,6524.930595577891,1408.2894736842106,0.05176070484252226,83,75,1.0921052631578947,0.0602409638554216,0.072289156626506,3.3012048192771086,0.0602409638554216,1.3012048192771084,1.5590361445783134,0.0120481927710843,0.0,482.2289156626506,2.7710843373493974,0,11.826346616237554,1209.5180722891566,0
421060,4386.041666666667,10846.377176314554,5073.012048192771,0.06398122837308609,96,82,1.1566265060240963,0.2604166666666667,0.28125,4.083333333333333,0.25,2.4791666666666665,1.5947916666666668,0.0104166666666666,0.0,500.6770833333333,2.614583333333333,0,12.694366066273709,4186.041666666667,1
43710,1040.7142857142858,2605.1781389932817,1016.5116279069767,0.12216604516025714,42,42,0.9767441860465116,0.119047619047619,0.119047619047619,3.4047619047619047,0.0,2.3095238095238093,1.561904761904762,0.0,0.0,508.7857142857143,2.4047619047619047,0,12.159986551737784,940.7142857142858,0
54940,378.8965517241379,846.8914705174736,807.9411764705883,0.024171383848127993,145,67,2.1323529411764706,0.0068965517241379,0.0551724137931034,2.5517241379310347,0.0137931034482758,2.393103448275862,1.6082758620689657,0.0,0.0,502.57241379310346,2.537931034482759,0,10.450934439146623,278.8965517241379,0
153380,386.3476070528967,1582.012051594255,918.443113772455,0.02571374550954812,397,166,2.377245508982036,0.0075566750629722,0.0377833753148614,2.7455919395466,0.0125944584382871,1.5969773299748111,1.543324937027708,0.017632241813602,0.0025188916876574,477.2594458438287,2.6649874055415617,0,13.916026359359162,306.3476070528967,0
51110,343.02013422818794,649.1935794860635,440.6034482758621,0.0031304415879164953,149,115,1.2844827586206897,0.0,0.046979865771812,2.51006711409396,0.0,1.610738255033557,1.565771812080537,0.0134228187919463,0.0,448.4362416107383,2.563758389261745,0,15.021418893563665,263.02013422818794,0
360320,1189.1749174917493,3480.8675241896503,1580.3508771929824,0.10809250640401198,303,227,1.3289473684210527,0.1188118811881188,0.1155115511551155,3.37953795379538,0.0858085808580858,1.9504950495049505,1.5425742574257426,0.0132013201320132,0.0033003300330033,462.26732673267327,2.613861386138614,0,13.563316896345638,1099.1749174917493,1
76570,2734.6428571428573,3990.181915599429,2835.925925925926,0.12696712854736128,28,26,1.037037037037037,0.3571428571428571,0.3571428571428571,4.964285714285714,0.3214285714285714,2.9285714285714284,1.5464285714285715,0.0,0.0,504.8928571428572,2.357142857142857,0,10.294602273950948,2534.6428571428573,0
24790,1032.9166666666667,3108.2911272730003,1126.8181818181818,0.09019402202412166,24,21,1.0909090909090908,0.0833333333333333,0.125,3.208333333333333,0.0833333333333333,1.0833333333333333,1.6208333333333331,0.0,0.0,583.5,3.375,0,12.945538093170908,952.9166666666667,0
334520,5767.586206896552,15030.416215635716,6690.4,0.03914851384516966,58,49,1.16,0.2068965517241379,0.2241379310344827,3.948275862068965,0.2241379310344827,2.310344827586207,1.5706896551724139,0.0172413793103448,0.0172413793103448,492.9655172413793,3.1206896551724137,0,16.115180174696032,5682.586206896552,1
143260,548.8888888888889,1833.7386964443992,666.3255813953489,0.06271071680359623,261,214,1.213953488372093,0.0344827586206896,0.053639846743295,2.89272030651341,0.0114942528735632,1.3754789272030652,1.586206896551724,0.003831417624521,0.0,498.1532567049808,2.7049808429118776,0,14.064657438395594,468.8888888888889,0
125410,1266.767676767677,3525.21553206552,1791.5714285714287,0.08755212860115939,99,69,1.4142857142857144,0.101010101010101,0.1414141414141414,3.01010101010101,0.0606060606060606,1.9090909090909087,1.62020202020202,0.0,0.0,446.4343434343434,2.686868686868687,0,14.237125160600016,1166.767676767677,0
8550,356.25,728.391990142909,342.0,0.00584726932522512,24,24,0.96,0.0,0.0416666666666666,2.625,0.0,2.083333333333333,1.5208333333333335,0.0,0.0,433.4166666666667,2.625,0,13.685917865678096,271.25,0
119170,562.122641509434,1647.668962074742,740.1863354037267,0.10218929101878813,212,160,1.3167701863354038,0.0566037735849056,0.070754716981132,3.150943396226415,0.0283018867924528,1.5377358490566038,1.5683962264150941,0.0188679245283018,0.0047169811320754,534.7452830188679,2.599056603773585,0,11.536019312225042,492.12264150943395,0
41170,1055.6410256410256,2662.095331117354,1029.25,0.13164606154817712,39,39,0.975,0.1282051282051282,0.1538461538461538,3.692307692307693,0.0256410256410256,1.8974358974358967,1.5538461538461537,0.0,0.0,555.3846153846154,3.1538461538461537,0,15.086033079046269,955.6410256410256,0
8550,502.9411764705882,765.4881180159032,610.7142857142857,0.008186177055315168,17,13,1.2142857142857142,0.0,0.0588235294117647,2.3529411764705883,0.0,1.1764705882352942,1.5941176470588234,0.0588235294117647,0.0,608.8235294117648,2.588235294117647,0,15.274450023795024,402.9411764705882,0
10230,352.7586206896552,853.5467873682151,365.35714285714283,0.00488710780959828,29,27,1.0357142857142858,0.0,0.0689655172413793,2.5172413793103448,0.0,1.1724137931034482,1.551724137931035,0.0,0.0,548.9655172413793,2.7241379310344827,0,13.78896181662331,302.7586206896552,0
204350,6192.424242424242,11146.270685273796,6591.935483870968,0.07937323526677138,33,30,1.064516129032258,0.4848484848484848,0.5151515151515151,5.0606060606060606,0.2424242424242424,4.181818181818182,1.4454545454545455,0.0303030303030303,0.0303030303030303,515.6363636363636,2.5454545454545454,0,15.371411874980872,3592.424242424242,1
78270,3403.043478260869,5039.106553910135,3261.25,0.11043681567885935,23,23,0.9583333333333334,0.391304347826087,0.391304347826087,4.913043478260869,0.3478260869565217,2.652173913043478,1.5913043478260869,0.0,0.0,478.0869565217391,2.652173913043478,0,10.240970186253408,3103.043478260869,0
124080,620.4,3552.83973617651,940.0,0.057768715597069656,200,131,1.5151515151515151,0.03,0.045,3.04,0.045,1.62,1.547,0.025,0.0,533.165,2.79,0,15.007790271862838,540.4,0
5470,160.88235294117646,237.41496272903527,170.9375,0.012794735880095047,34,31,1.0625,0.0,0.0,2.588235294117647,0.0,1.1764705882352942,1.6205882352941177,0.0,0.0,427.3529411764706,2.294117647058824,0,8.439413940842343,80.88235294117646,0
18100,201.11111111111111,512.3210993741329,220.73170731707316,0.007734379316059886,90,81,1.0975609756097562,0.0,0.0222222222222222,2.577777777777778,0.0,1.3777777777777778,1.5433333333333334,0.0,0.0,466.05555555555554,2.6222222222222222,0,12.623546751379726,131.11111111111111,0
215580,1959.8181818181813,5957.252765923029,2506.7441860465115,0.1015395605364109,110,85,1.2790697674418605,0.1818181818181818,0.1909090909090909,3.3363636363636364,0.1272727272727272,1.6727272727272726,1.5645454545454547,0.009090909090909,0.0,457.0,2.727272727272727,0,12.89135974066749,1869.8181818181813,1
446170,3209.856115107914,8080.497185307093,3846.293103448276,0.07433921075103492,139,115,1.1982758620689655,0.2230215827338129,0.2517985611510791,4.2086330935251794,0.1726618705035971,2.7985611510791366,1.5733812949640291,0.0215827338129496,0.0,484.978417266187,2.5899280575539567,0,14.599405252239274,3109.856115107914,0
230900,1012.719298245614,3851.611890980826,1166.1616161616162,0.08096976626346357,228,197,1.1515151515151516,0.0789473684210526,0.1052631578947368,3.1140350877192984,0.0745614035087719,1.6929824561403508,1.5754385964912283,0.0043859649122807,0.0,476.9254385964912,2.679824561403509,0,14.004886779196816,932.719298245614,0
5830,832.8571428571429,1303.798479900355,728.75,0.010289830217801407,7,7,0.875,0.0,0.1428571428571428,2.4285714285714284,0.0,5.714285714285714,1.6142857142857143,0.1428571428571428,0.0,349.7142857142857,2.4285714285714284,0,12.694205652298892,782.8571428571429,0
9270,210.6818181818182,451.69138325658287,206.0,0.008629058354007119,44,44,0.9777777777777777,0.0,0.0227272727272727,3.090909090909091,0.0,0.9318181818181818,1.5613636363636363,0.0227272727272727,0.0,493.5681818181818,3.2954545454545454,0,14.0732566917258,150.6818181818182,0
13710,1523.3333333333333,3616.559138186461,1371.0,0.15578732404638612,9,9,0.9,0.2222222222222222,0.2222222222222222,4.0,0.2222222222222222,1.4444444444444444,1.5444444444444443,0.0,0.0,476.44444444444446,2.888888888888889,0,14.604032928536482,1443.3333333333333,0
3200,640.0,826.4381404557754,533.3333333333334,0.031240237425804437,5,5,0.8333333333333334,0.0,0.2,1.6,0.0,4.0,1.52,0.0,0.0,515.6,3.4,0,12.680693987317888,240.0,0
44420,355.36,751.1727862740433,616.9444444444445,0.005177731253236082,125,71,1.7361111111111112,0.0,0.064,2.584,0.0,1.744,1.6224,0.0,0.0,526.744,2.848,0,11.865036737161564,275.36,0
300,75.0,85.04900548115383,60.0,0.0,4,4,0.8,0.0,0.0,3.25,0.0,0.0,1.425,0.0,0.0,363.5,2.25,0,8.906926143924924,30.0,0
78000,15600.0,11436.782764396638,13000.0,0.06846066076075948,5,5,0.8333333333333334,1.0,1.0,8.6,0.8,6.0,1.64,0.2,0.2,322.8,2.0,0,3.577708763999665,-1400.0,0
16600,5533.333333333333,6576.726642740547,4150.0,0.1930004216613457,3,3,0.75,1.0,0.6666666666666666,7.333333333333333,0.3333333333333333,3.333333333333333,1.3666666666666667,0.0,0.0,305.6666666666667,3.0,0,10.535653752852738,2533.333333333333,0
148000,12333.333333333334,12017.663767315278,12333.333333333334,0.08659400949993581,12,11,1.0,1.0,1.0,8.333333333333334,0.9166666666666666,4.0,1.5333333333333334,0.0,0.0,332.1666666666667,2.25,0,11.177290287982068,3333.333333333334,0
440,73.33333333333333,71.46094504459528,88.0,0.1360544217687075,6,4,1.2,0.0,0.0,1.3333333333333333,0.0,0.0,1.2833333333333334,0.0,0.0,305.1666666666667,1.6666666666666667,0,8.221921916437784,18.33333333333333,1
1900,158.33333333333334,202.83595401807892,190.0,0.057864281956864806,12,9,1.2,0.0,0.0,2.333333333333333,0.0,1.1666666666666667,1.5000000000000002,0.0,0.0,532.5833333333334,3.75,0,9.931202740795692,68.33333333333334,0
6540,545.0,767.4455858708989,503.0769230769231,0.0,12,12,0.9230769230769231,0.0,0.0,2.333333333333333,0.0,3.333333333333333,1.5166666666666668,0.0,0.0,514.8333333333334,3.0,0,11.722808640604963,460.0,0
156000,8210.526315789473,5633.027086038801,7800.0,0.12322997929500452,19,19,0.95,1.0,0.8421052631578947,7.578947368421052,0.3157894736842105,5.2631578947368425,1.426315789473684,0.0,0.0,576.9473684210526,2.631578947368421,0,15.253414918196736,1210.5263157894733,0
18000,6000.0,2645.7513110645905,4500.0,0.1779901116604633,3,3,0.75,1.0,1.0,8.666666666666666,1.3333333333333333,6.333333333333333,1.1666666666666665,0.0,0.0,737.6666666666666,4.666666666666667,0,16.19670748434179,-1000.0,0
27000,5400.0,2509.980079602227,4500.0,0.19777045294618717,5,5,0.8333333333333334,1.0,1.0,9.4,0.8,10.2,1.4400000000000002,0.0,0.0,300.8,2.0,0,10.2810505299799,1400.0,0
54860,415.6060606060606,886.0584799473751,637.9069767441861,0.0036455770037002607,132,85,1.5348837209302326,0.0,0.0378787878787878,2.840909090909091,0.0,2.462121212121212,1.571212121212121,0.0,0.0,499.2651515151515,2.4545454545454546,0,14.787342900685596,335.6060606060606,0
105250,346.2171052631579,655.4920296194023,536.9897959183673,0.007695888875165082,304,195,1.5510204081632653,0.0,0.0460526315789473,2.651315789473684,0.0,1.8453947368421053,1.5776315789473685,0.0032894736842105,0.0,468.8815789473685,2.585526315789474,0,13.760823270369375,266.2171052631579,0
46390,351.43939393939394,712.566731923337,587.2151898734177,0.01185574788213231,132,78,1.6708860759493671,0.0,0.0454545454545454,2.75,0.0075757575757575,1.5454545454545454,1.5856060606060605,0.0075757575757575,0.0,465.0530303030303,2.606060606060606,0,11.37108800326417,281.43939393939394,0
76720,292.82442748091603,708.7145287296077,476.5217391304348,0.007299174932547803,262,160,1.6273291925465838,0.0,0.0343511450381679,2.473282442748092,0.0,1.1984732824427482,1.564885496183206,0.0038167938931297,0.0,474.5381679389313,2.6717557251908395,0,12.748538761771142,212.82442748091603,0
980,140.0,203.9607805437114,140.0,0.020387359836901122,7,6,1.0,0.0,0.0,1.8571428571428568,0.0,0.0,1.6,0.0,0.0,513.4285714285714,2.142857142857143,0,8.58015428876705,80.0,0
1950,162.5,390.8527972151524,177.27272727272728,0.0,12,10,1.0909090909090908,0.0,0.0,2.333333333333333,0.0,1.75,1.4666666666666666,0.0833333333333333,0.0,422.6666666666667,2.4166666666666665,0,9.063747301834663,112.5,0
136000,8500.0,5738.757124441959,8000.0,0.10994036808552879,16,16,0.9411764705882353,1.0,0.9375,7.8125,0.875,4.25,1.50625,0.0,0.0,610.25,2.8125,0,14.9437835458985,1000.0,0
1080580,11374.526315789471,16356.874653901614,13177.80487804878,0.08975264232852512,95,81,1.1585365853658536,0.9894736842105264,0.9578947368421052,8.031578947368422,0.7894736842105263,6.042105263157895,1.4863157894736843,0.0,0.0,440.6315789473685,2.3263157894736843,0,11.175651424880645,5374.5263157894715,1
52000,7428.571428571428,4649.628761422531,6500.0,0.14376646602949944,7,7,0.875,1.0,1.0,9.142857142857142,0.7142857142857143,4.142857142857143,1.5285714285714285,0.0,0.0,684.7142857142857,2.571428571428572,0,15.049125904058032,-571.4285714285716,0
81080,11582.857142857143,15810.69439154578,10135.0,0.07903207903207904,7,7,0.875,0.8571428571428571,0.8571428571428571,6.714285714285714,0.7142857142857143,5.571428571428571,1.5714285714285712,0.0,0.0,447.8571428571428,3.857142857142857,0,14.751916743903063,7582.857142857143,0
1120,160.0,200.9145755455952,140.0,0.0,7,7,0.875,0.0,0.0,2.0,0.0,0.0,1.7285714285714284,0.0,0.0,456.7142857142857,2.7142857142857144,0,22.845234993423944,100.0,0
26910,868.0645161290323,1317.6934882711753,927.9310344827586,0.08085912823752368,31,28,1.0689655172413792,0.064516129032258,0.1612903225806451,3.5161290322580645,0.032258064516129,2.4838709677419355,1.5741935483870968,0.0,0.0,445.4193548387097,2.5806451612903225,0,13.865870531322503,568.0645161290323,0
131310,2735.625,5492.628292403432,3979.090909090909,0.09973269566144496,48,32,1.4545454545454546,0.25,0.3333333333333333,3.7916666666666665,0.2083333333333333,2.4791666666666665,1.575,0.0208333333333333,0.0,460.1666666666667,2.6666666666666665,0,12.86673028500055,2435.625,0
177000,8850.0,6200.806399170997,11800.0,0.12067728430912819,20,14,1.3333333333333333,1.0,0.9,8.05,0.7,6.5,1.44,0.05,0.05,556.55,2.5,0,10.427191174495348,1350.0,1
102220,2044.4,6147.383103435815,2621.025641025641,0.052239755040549396,50,38,1.2820512820512822,0.1,0.12,3.9,0.06,2.34,1.536,0.0,0.0,526.02,2.58,0,9.494058292276431,1944.4,0
22920,238.75,364.5740124121792,347.27272727272725,0.020941494699184153,96,65,1.4545454545454546,0.0,0.0,2.65625,0.0,1.3541666666666667,1.5947916666666668,0.0104166666666666,0.0,477.625,2.5625,0,11.784300439232926,153.75,0
4970,710.0,1110.8555261599054,621.25,0.0,7,7,0.875,0.0,0.1428571428571428,2.857142857142857,0.0,2.857142857142857,1.5428571428571427,0.0,0.0,728.7142857142857,3.4285714285714284,0,14.461772268392874,510.0,0
1160,145.0,272.81600288211,128.88888888888889,0.06029285099052541,8,8,0.8888888888888888,0.0,0.0,3.875,0.0,0.0,1.6,0.0,0.0,480.5,2.875,0,13.037720002252804,115.0,0
5330,666.25,1376.0392176720216,761.4285714285714,0.2003376477208779,8,6,1.1428571428571428,0.125,0.125,2.375,0.125,1.75,1.7625,0.0,0.0,733.875,2.375,0,9.924716620639606,621.25,0
